project_name,donor_number,chain_donated,token,amount,amountUSD,qf_eligible,badgeholder
Assertions.eth On-chain Transaction Guards for Ethereum,Donor 2683,1,USDC,12,11.997108,TRUE,FALSE
Dappnode,Donor 2683,1,USDC,12,11.997108,TRUE,FALSE
EVMcrispr,Donor 2310,1,UNI,1.27,5.0292,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 2310,1,UNI,1.27,5.0292,TRUE,FALSE
human.tech,Donor 2684,8453,DEGEN,3,0.00218952,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 2685,1,ETH,0.00347,8.0613652,TRUE,FALSE
human.tech,Donor 2686,42161,ETH,0.00045,1.045422,FALSE,FALSE
human.tech,Donor 2687,8453,ETH,0.0001,0.232287,TRUE,FALSE
Self-Custodial Agent Authorization for Ethereum,Donor 2688,1,USDC,10,9.99797,TRUE,FALSE
human.tech,Donor 2689,42161,ARB,0.04,0.00575912,TRUE,FALSE
LIF: Legitimate Intervention Framework,Donor 2246,42161,ETH,0.016725,38.95737525,TRUE,FALSE
Leak Detect: Protecting Ethereum from Hidden Leakages,Donor 2246,42161,ETH,0.00044,1.0248876,TRUE,FALSE
rotki,Donor 2690,1,ETH,0.02,46.577,FALSE,FALSE
human.tech,Donor 2691,1,ETH,0.000644,1.4997794,FALSE,FALSE
Blobscan,Donor 2690,1,USDC,11,10.99923,FALSE,FALSE
SEAL 911,Donor 2690,1,USDC,11,10.99923,FALSE,FALSE
Revoke.cash,Donor 2690,1,USDC,11,10.99923,FALSE,FALSE
EVMcrispr,Donor 2690,1,USDC,11,10.99923,FALSE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2690,1,USDC,11,10.99923,FALSE,FALSE
Symproof by BlockScience & Shield3,Donor 2690,1,USDC,11,10.99923,FALSE,FALSE
Specter - On-Chain Security Research and Investigator,Donor 712,42161,USDC,1,0.999927,FALSE,FALSE
Enscribe,Donor 2496,10,ETH,0.0005,1.164495,TRUE,FALSE
Militereum,Donor 2496,10,ETH,0.0009,2.096091,TRUE,FALSE
SCAR: AI Retrieval for Smart Contract Security,Donor 2496,10,ETH,0.0005,1.164495,TRUE,FALSE
"OSs Security - Hardening for macOs, Linux & Windows",Donor 2496,10,ETH,0.002,4.65798,TRUE,FALSE
Specter - On-Chain Security Research and Investigator,Donor 2496,10,ETH,0.0009,2.096091,TRUE,FALSE
EVVM,Donor 2496,10,ETH,0.0005,1.164495,TRUE,FALSE
Wallet Security Ranking,Donor 2496,10,ETH,0.0009,2.096091,TRUE,FALSE
SEAL Intel,Donor 2496,10,ETH,0.0009,2.096091,TRUE,FALSE
SomaXBT,Donor 2496,10,ETH,0.0009,2.096091,TRUE,FALSE
Etherform,Donor 2496,10,ETH,0.0005,1.164495,TRUE,FALSE
Verifereum,Donor 2496,10,ETH,0.0009,2.096091,TRUE,FALSE
human.tech,Donor 2692,1,ETH,0.0002146595285,0.4997166494,FALSE,FALSE
The Red Guild: security as a public good,Donor 2693,1,ETH,0.000645,1.50120525,TRUE,FALSE
SEAL Certifications,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
SEAL 911,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
Verity: Formal Verification for Smart Contracts,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
tanuki42,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
Colibri: Trustless Blockchain Data for Wallets and dApp,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
Pharos Watch: Transparent Stablecoins Analytics,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
DeFiScan,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
Dappnode,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
Revoke.cash,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
SEAL Frameworks,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
CrossBar Open Source Security Hardware Wallet,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
"Firefly, open-source hardware wallet",Donor 215,1,TIK,10,12.565858,TRUE,TRUE
Cyfrin Updraft,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
L2BEAT,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
SEAL Intel,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
Wallet Security Ranking,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
snekmate,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
Sourcify,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
Safe Multisig Transaction Hashes,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
rotki,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
eth.limo,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
Walletbeat,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
SEAL Safe Harbor,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
The Red Guild: security as a public good,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
Dedaub Decompiler: From Bytecode to Solidity-Like Code,Donor 215,1,TIK,10,12.565858,TRUE,TRUE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2693,1,ETH,0.00065,1.5138435,TRUE,FALSE
Verity: Formal Verification for Smart Contracts,Donor 215,1,FINN,1,2.33172,TRUE,TRUE
Dappnode,Donor 215,1,FINN,1,2.33172,TRUE,TRUE
Colibri: Trustless Blockchain Data for Wallets and dApp,Donor 215,1,FINN,1,2.33172,TRUE,TRUE
SEAL 911,Donor 215,1,FINN,1,2.33172,TRUE,TRUE
Walletbeat,Donor 215,1,FINN,1,2.33172,TRUE,TRUE
SEAL Certifications,Donor 215,1,FINN,1,2.33172,TRUE,TRUE
Pharos Watch: Transparent Stablecoins Analytics,Donor 215,1,FINN,1,2.33172,TRUE,TRUE
DeFiScan,Donor 215,1,FINN,1,2.33172,TRUE,TRUE
Safe Multisig Transaction Hashes,Donor 215,1,FINN,1,2.33172,TRUE,TRUE
SEAL Safe Harbor,Donor 215,1,FINN,1,2.33172,TRUE,TRUE
tanuki42,Donor 215,1,FINN,1,2.33172,TRUE,TRUE
SEAL Intel,Donor 215,1,FINN,1,2.33172,TRUE,TRUE
Revoke.cash,Donor 215,1,FINN,1,2.33172,TRUE,TRUE
SEAL Frameworks,Donor 215,1,FINN,1,2.33172,TRUE,TRUE
CrossBar Open Source Security Hardware Wallet,Donor 215,1,FINN,1,2.33172,TRUE,TRUE
rotki,Donor 215,1,FINN,1,2.33172,TRUE,TRUE
Protocol Guild,Donor 215,1,FINN,1,2.33172,TRUE,TRUE
human.tech,Donor 2694,1,ETH,0.00005,0.1167725,TRUE,FALSE
Open-Source Smart Contract Firewall,Donor 2693,1,USDC,146.5,146.4901845,TRUE,FALSE
Plamen AI Security Researcher,Donor 2695,42161,USDC,100,99.9917,FALSE,FALSE
Plamen AI Security Researcher,Donor 2696,1,USDC,1,0.999923,FALSE,FALSE
human.tech,Donor 2697,137,POL,0.2,0.0205214,TRUE,FALSE
tanuki42,Donor 2698,1,USDC,50,49.98965,TRUE,FALSE
Nick Bax.eth,Donor 2698,1,USDC,50,49.98965,TRUE,FALSE
spamreports,Donor 2698,1,USDC,50,49.98965,TRUE,FALSE
human.tech,Donor 2699,100,SDAI,1,1.24,TRUE,FALSE
Cyfrin Updraft,Donor 2700,8453,USDC,10,9.99864,TRUE,FALSE
SCAR: AI Retrieval for Smart Contract Security,Donor 2700,8453,USDC,85,84.98844,TRUE,FALSE
snekmate,Donor 2700,8453,USDC,18,17.997552,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 2700,8453,USDC,10,9.99864,TRUE,FALSE
Boring Security,Donor 2700,8453,USDC,5,4.99932,TRUE,FALSE
human.tech,Donor 2601,8453,ETH,0.000043,0.10075158,FALSE,FALSE
Blockscout Open-Source Block Explorer,Donor 2601,8453,ETH,0.000043,0.10075158,FALSE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 2701,1,ETH,0.00128,3.0008576,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 2701,1,ETH,0.00128,3.0032896,TRUE,FALSE
Boring Security,Donor 2701,1,ETH,0.000426,0.99953232,TRUE,FALSE
Unruggable,Donor 2701,1,ETH,0.000426,0.99953232,TRUE,FALSE
rotki,Donor 2221,8453,ETH,0.0005,1.17466,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 2221,8453,ETH,0.0005,1.17466,TRUE,FALSE
Revoke.cash,Donor 2221,8453,ETH,0.0005,1.17466,TRUE,FALSE
WebHash,Donor 2221,8453,ETH,0.0005,1.17466,TRUE,FALSE
Dappnode,Donor 2221,8453,ETH,0.0005,1.17466,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2702,42161,ETH,0.000001,0.00235569,FALSE,FALSE
Echidna: A Fast Smart Contract Fuzzer,Donor 2703,8453,ETH,0.000468,1.10289348,FALSE,FALSE
BlockThreat,Donor 528,1,FINN,4,9.45964,TRUE,TRUE
SEAL Frameworks,Donor 528,1,FINN,4,9.45964,TRUE,TRUE
Rekt News - Ethereum's Security Intelligence Layer,Donor 528,1,FINN,6,14.18946,TRUE,TRUE
SEAL Safe Harbor,Donor 528,1,FINN,4,9.45964,TRUE,TRUE
Cyfrin Updraft,Donor 528,1,FINN,4,9.45964,TRUE,TRUE
scfuzzbench: smart contract fuzzer benchmark suite,Donor 528,1,FINN,4,9.45964,TRUE,TRUE
ECH Institute - EthCatHerders,Donor 528,1,FINN,4,9.45964,TRUE,TRUE
L2BEAT,Donor 528,1,FINN,4,9.45964,TRUE,TRUE
CypherTalk Podcast: Security Education for Ethereum,Donor 528,1,FINN,4,9.45964,TRUE,TRUE
The Red Guild: security as a public good,Donor 528,1,FINN,4,9.45964,TRUE,TRUE
Revoke.cash,Donor 528,1,FINN,4,9.45964,TRUE,TRUE
snekmate,Donor 2704,1,RPL,1,2.08,TRUE,FALSE
EIPsInsight,Donor 2704,1,RPL,15.78,32.8224,TRUE,FALSE
Safe Multisig Transaction Hashes,Donor 2704,1,RPL,1,2.08,TRUE,FALSE
ECH Institute - EthCatHerders,Donor 2704,1,RPL,7,14.56,TRUE,FALSE
Dappnode,Donor 2226,8453,ETH,0.000455,1.074255,TRUE,FALSE
WebHash,Donor 2226,8453,ETH,0.000455,1.074255,TRUE,FALSE
snekmate,Donor 2226,8453,ETH,0.000455,1.074255,TRUE,FALSE
Protocol Guild,Donor 2226,8453,ETH,0.000455,1.074255,TRUE,FALSE
rotki,Donor 2226,8453,ETH,0.000455,1.074255,TRUE,FALSE
eth.limo,Donor 2226,8453,ETH,0.000455,1.074255,TRUE,FALSE
Revoke.cash,Donor 2226,8453,ETH,0.000455,1.074255,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 2226,8453,ETH,0.000455,1.074255,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2705,8453,USDC,2,1.999582,TRUE,FALSE
Self-Custodial Agent Authorization for Ethereum,Donor 2706,1,USDC,15,15,FALSE,FALSE
Soldeer,Donor 2707,10,ETH,0.005,11.7855,TRUE,FALSE
OpenSense Open Web3 Security,Donor 2707,10,ETH,0.005,11.7855,TRUE,FALSE
tanuki42,Donor 2701,1,ETH,0.000426,1,TRUE,FALSE
WebHash,Donor 2701,1,ETH,0.000426,1,TRUE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 2701,1,ETH,0.000853,2.01,TRUE,FALSE
human.tech,Donor 2587,1,ETH,0.001,2.36,TRUE,FALSE
Colibri: Trustless Blockchain Data for Wallets and dApp,Donor 604,42161,ETH,0.009,21.22713,TRUE,FALSE
"OSs Security - Hardening for macOs, Linux & Windows",Donor 604,42161,ETH,0.009,21.22713,TRUE,FALSE
Nihilium,Donor 604,42161,ETH,0.009,21.22713,TRUE,FALSE
Bitfinding,Donor 604,42161,ETH,0.009,21.22713,TRUE,FALSE
The Web3 OpSec Standard - W3OS,Donor 604,42161,ETH,0.009,21.22713,TRUE,FALSE
human.tech,Donor 2708,8453,USDC,0.01,0.00999873,TRUE,FALSE
Open-Source Smart Contract Firewall,Donor 2709,137,WETH,0.000423,0.9977724,TRUE,FALSE
WebHash,Donor 2709,137,WETH,0.0022,5.18936,TRUE,FALSE
Unruggable,Donor 2709,137,WETH,0.0005,1.1794,TRUE,FALSE
zkbugs <> AI,Donor 2710,1,ETH,0.00045,1.0640295,TRUE,FALSE
WebHash,Donor 2710,1,ETH,0.005,11.82255,TRUE,FALSE
Militereum,Donor 2710,1,ETH,0.00045,1.0640295,TRUE,FALSE
yAudit,Donor 2710,1,ETH,0.00045,1.0640295,TRUE,FALSE
human.tech,Donor 2711,8453,USDC,0.11,0.10998339,TRUE,FALSE
human.tech,Donor 2712,10,OP,6.5,1.0728965,FALSE,FALSE
Webacy DD,Donor 2713,100,XDAI,5,4.99914,FALSE,FALSE
Open-Source Smart Contract Firewall,Donor 2713,100,XDAI,5,4.99914,FALSE,FALSE
Zealynx Academy,Donor 2713,100,XDAI,5,4.99914,FALSE,FALSE
human.tech,Donor 2714,1,ETH,0.0001,0.237672,FALSE,FALSE
Dappnode,Donor 2715,100,XDAI,10,9.99839,FALSE,FALSE
Fuzzing for ZK Systems - privacy is normal but not safe,Donor 2119,1,USDC,14,13.997522,TRUE,TRUE
Symproof by BlockScience & Shield3,Donor 2119,1,FINN,10.7,25.139864,TRUE,TRUE
"Firefly, open-source hardware wallet",Donor 2119,1,FINN,10,23.4952,TRUE,TRUE
SEAL 911,Donor 2119,1,TIK,79.93,100.438903,TRUE,TRUE
The Red Guild: security as a public good,Donor 2119,1,TIK,150,188.48787,TRUE,TRUE
CORE3. The open risk layer for Web3,Donor 2716,1,ETH,0.0025,5.897125,TRUE,FALSE
Scam-Alert,Donor 2716,1,ETH,0.0025,5.88775,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 2716,1,ETH,0.0025,5.88775,TRUE,FALSE
human.tech,Donor 2717,8453,ETH,0.00001,0.0234986,TRUE,FALSE
human.tech,Donor 2718,8453,ETH,0.0004255174292,0.9984426062,FALSE,FALSE
Bitfinding,Donor 2719,1,ETH,0.002557392142,5.998158678,FALSE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2720,137,POL,0.3,0.030951,FALSE,FALSE
Verity: Formal Verification for Smart Contracts,Donor 2720,8453,DEGEN,10,0.0074815,FALSE,FALSE
human.tech,Donor 2721,137,POL,0.1,0.0103139,TRUE,FALSE
Simbolik: Security Toolkit for Solidity,Donor 2438,1,ETH,0.00430068682,9.998193712,TRUE,FALSE
Verifereum,Donor 2722,1,USDC,30,29.9937,TRUE,FALSE
The Obol Collective,Donor 2722,1,USDC,25,24.99475,TRUE,FALSE
K Stack: The Formal Verification Layer for Ethereum,Donor 2722,1,USDC,30,29.9937,TRUE,FALSE
Fuzzing for ZK Systems - privacy is normal but not safe,Donor 2722,1,USDC,30,29.9937,TRUE,FALSE
Vyper,Donor 2722,1,USDC,25,24.99475,TRUE,FALSE
SEAL 911,Donor 2722,1,USDC,10,9.9979,TRUE,FALSE
Verity: Formal Verification for Smart Contracts,Donor 2722,1,USDC,25,24.99475,TRUE,FALSE
Echidna: A Fast Smart Contract Fuzzer,Donor 2722,1,USDC,25,24.99475,TRUE,FALSE
Blobscan,Donor 2722,1,USDC,25,24.99475,TRUE,FALSE
rotki,Donor 2722,1,USDC,25,24.99475,TRUE,FALSE
human.tech,Donor 2723,1,USDC,1,0.999817,TRUE,FALSE
human.tech,Donor 2724,1,ETH,0.00005,0.116608,FALSE,FALSE
OpSec Hub,Donor 2725,8453,USDC,10,9.99778,FALSE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2724,1,ETH,0.00005,0.1167755,FALSE,FALSE
human.tech,Donor 2726,10,ETH,0.00001,0.0233753,FALSE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2727,1,ETH,0.0001,0.233446,TRUE,FALSE
Verity: Formal Verification for Smart Contracts,Donor 2727,1,ETH,0.0001,0.233526,TRUE,FALSE
Blobscan,Donor 2727,1,ETH,0.0001,0.233526,TRUE,FALSE
Anticapture by blockful,Donor 2727,1,ETH,0.0001,0.233526,TRUE,FALSE
WebHash,Donor 2727,1,ETH,0.0001,0.233526,TRUE,FALSE
EVMcrispr,Donor 2727,1,ETH,0.0001,0.233526,TRUE,FALSE
Boring Security,Donor 2727,1,ETH,0.0001,0.233526,TRUE,FALSE
Assertions.eth On-chain Transaction Guards for Ethereum,Donor 2727,1,ETH,0.0001,0.233526,TRUE,FALSE
human.tech,Donor 2728,42161,ETH,0.00001,0.0233778,TRUE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 197,1,TIK,110,138.224438,TRUE,TRUE
human.tech,Donor 2729,100,XDAI,0.01,0.00999917,TRUE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 197,1,FINN,9,21.00339,TRUE,TRUE
human.tech,Donor 2729,10,OP,0.04,0.00638256,TRUE,FALSE
human.tech,Donor 2729,137,USDC.e,0.06,0.059988,TRUE,FALSE
human.tech,Donor 2730,100,XDAI,0.01,0.00999866,TRUE,FALSE
human.tech,Donor 2728,10,ETH,0.00001,0.0233064,TRUE,FALSE
"Vero, a multi-node validator client",Donor 2293,1,ETH,0.01,23.2966,TRUE,FALSE
Wake: Solidity static analysis and fuzzing framework,Donor 2293,1,ETH,0.01,23.2966,TRUE,FALSE
The Obol Collective,Donor 2293,1,ETH,0.01,23.2966,TRUE,FALSE
Echidna: A Fast Smart Contract Fuzzer,Donor 2293,1,ETH,0.01,23.2966,TRUE,FALSE
PlankEVM,Donor 2293,1,ETH,0.01,23.2966,TRUE,FALSE
BuidlGuidl,Donor 2731,42161,USDC,5,4.998715,FALSE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 2732,1,ETH,0.0022,5.124108,TRUE,FALSE
SEAL Certifications,Donor 2732,1,ETH,0.0022,5.124108,TRUE,FALSE
human.tech,Donor 2732,1,ETH,0.0022,5.124108,TRUE,FALSE
Revoke.cash,Donor 2732,1,ETH,0.0022,5.124108,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 2732,1,ETH,0.0022,5.124108,TRUE,FALSE
BuidlGuidl,Donor 2733,8453,USDC,5,4.998565,FALSE,FALSE
Open-Source Smart Contract Firewall,Donor 496,1,GIV,3000,2.75166,FALSE,FALSE
CORE3. The open risk layer for Web3,Donor 496,1,GIV,3000,2.75166,FALSE,FALSE
human.tech,Donor 2727,8453,ETH,0.0005,1.16412,TRUE,FALSE
Zealynx Academy,Donor 197,1,ETH,0.001,2.33093,TRUE,TRUE
CORE3. The open risk layer for Web3,Donor 197,1,ETH,0.001,2.33093,TRUE,TRUE
Colibri: Trustless Blockchain Data for Wallets and dApp,Donor 197,1,ETH,0.002,4.66186,TRUE,TRUE
Rekt News - Ethereum's Security Intelligence Layer,Donor 197,1,ETH,0.002,4.66186,TRUE,TRUE
Open-Source AI Security Triage by HackenProof,Donor 197,1,ETH,0.04,93.2372,TRUE,TRUE
Cyfrin Updraft,Donor 2734,137,USDC,10,10,TRUE,FALSE
OpenSense Open Web3 Security,Donor 2734,137,USDC,10,10,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2735,10,OP,0.01,0.0015901,FALSE,FALSE
Blockscout Open-Source Block Explorer,Donor 2736,1,ETH,0.04,93.3192,TRUE,FALSE
Anticapture by blockful,Donor 2735,10,OP,0.02,0.00318466,FALSE,FALSE
Zodiac,Donor 2737,100,WETH,0.0025,5.828825,TRUE,FALSE
human.tech,Donor 2738,100,WXDAI,0.001,0.000999666,FALSE,FALSE
human.tech,Donor 2739,8453,USDC,1,0.999686,TRUE,FALSE
Assertions.eth On-chain Transaction Guards for Ethereum,Donor 2740,1,FINN,20,46.7112,TRUE,TRUE
CORE3. The open risk layer for Web3,Donor 1986,1,ETH,0.0145,33.868085,TRUE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 1986,1,ETH,0.009,21.02157,TRUE,FALSE
Walletbeat,Donor 1986,1,ETH,0.005,11.67865,TRUE,FALSE
Bitfinding,Donor 1986,1,ETH,0.0041,9.576493,TRUE,FALSE
Open-Source Smart Contract Firewall,Donor 1986,1,ETH,0.004,9.34292,TRUE,FALSE
Dappnode,Donor 2741,100,XDAI,10,9.99855,TRUE,FALSE
Colibri: Trustless Blockchain Data for Wallets and dApp,Donor 2741,100,XDAI,10,9.99855,TRUE,FALSE
SEAL 911,Donor 2741,100,XDAI,10,9.99855,TRUE,FALSE
Anticapture by blockful,Donor 2741,100,XDAI,10,9.99855,TRUE,FALSE
human.tech,Donor 2742,8453,ETH,0.0022,5.13623,TRUE,FALSE
human.tech,Donor 2743,1,ETH,0.00008571734705,0.2001971499,TRUE,FALSE
BuidlGuidl,Donor 40,8453,USDC,1,0.999752,TRUE,FALSE
Echidna: A Fast Smart Contract Fuzzer,Donor 2484,1,TIK,16,20.1053728,TRUE,TRUE
human.tech,Donor 2744,8453,ETH,0.00022,0.5142918,FALSE,FALSE
human.tech,Donor 2744,8453,ETH,0.0001,0.233769,FALSE,FALSE
human.tech,Donor 2745,10,ETH,0.00008556332756,0.2000205352,FALSE,FALSE
Encrypt the Mempool! Stopping Toxic MEV & Censorship,Donor 2746,1,ETH,0.024,56.09112,FALSE,FALSE
Zodiac,Donor 2747,100,USDC,10,9.997,TRUE,FALSE
human.tech,Donor 2748,137,USDC,1.03,1.02988567,FALSE,FALSE
Blockscout Open-Source Block Explorer,Donor 2748,137,USDC,1.02,1.01988678,FALSE,FALSE
Webacy DD,Donor 2749,42161,USDC,1,0.99975,TRUE,FALSE
Self-Custodial Agent Authorization for Ethereum,Donor 2749,42161,USDC,22,21.9945,TRUE,FALSE
Transaction graph,Donor 2749,42161,USDC,1,0.99975,TRUE,FALSE
human.tech,Donor 2750,137,GIV,200,0.183908,FALSE,FALSE
Zodiac,Donor 2751,1,ETH,0.002143245989,4.999785675,TRUE,FALSE
BuidlGuidl,Donor 2752,42161,USDC,5,4.99894,FALSE,FALSE
Vyper,Donor 2753,1,USDC,20,19.99704,TRUE,TRUE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 2753,1,USDC,18,17.997336,TRUE,TRUE
Blockscout Open-Source Block Explorer,Donor 2753,1,USDC,18,17.997336,TRUE,TRUE
Dedaub Decompiler: From Bytecode to Solidity-Like Code,Donor 2753,1,USDC,18,17.997336,TRUE,TRUE
SEAL 911,Donor 2753,1,USDC,18,17.997336,TRUE,TRUE
SEAL Certifications,Donor 2753,1,USDC,18,17.997336,TRUE,TRUE
Remix Project,Donor 2753,1,USDC,18,17.997336,TRUE,TRUE
L2BEAT,Donor 2753,1,USDC,18,17.997336,TRUE,TRUE
Walletbeat,Donor 2753,1,USDC,18,17.997336,TRUE,TRUE
CypherTalk Podcast: Security Education for Ethereum,Donor 2753,1,USDC,18,17.997336,TRUE,TRUE
"Firefly, open-source hardware wallet",Donor 2753,1,USDC,18,17.997336,TRUE,TRUE
human.tech,Donor 2352,10,ETH,0.00001,0.0233458,FALSE,FALSE
SEAL 911,Donor 2753,1,TIK,23,28.9014734,TRUE,TRUE
SEAL Certifications,Donor 2753,1,TIK,23,28.9014734,TRUE,TRUE
Vyper,Donor 2753,1,TIK,23,28.9014734,TRUE,TRUE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 2753,1,TIK,22,27.6448876,TRUE,TRUE
CypherTalk Podcast: Security Education for Ethereum,Donor 2753,1,TIK,23,28.9014734,TRUE,TRUE
Walletbeat,Donor 2753,1,TIK,23,28.9014734,TRUE,TRUE
"Firefly, open-source hardware wallet",Donor 2753,1,TIK,23,28.9014734,TRUE,TRUE
L2BEAT,Donor 2753,1,TIK,23,28.9014734,TRUE,TRUE
Dedaub Decompiler: From Bytecode to Solidity-Like Code,Donor 2753,1,TIK,22,27.6448876,TRUE,TRUE
Remix Project,Donor 2753,1,TIK,22,27.6448876,TRUE,TRUE
Blockscout Open-Source Block Explorer,Donor 2753,1,TIK,23,28.9014734,TRUE,TRUE
SEAL Certifications,Donor 2754,1,USDC,20,19.995,TRUE,FALSE
ZachXBT,Donor 2754,1,USDC,20,19.995,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2754,1,USDC,20,19.995,TRUE,FALSE
SEAL 911,Donor 2754,1,USDC,20,19.995,TRUE,FALSE
Recon Invariant Testing Extension & Framework,Donor 2754,1,USDC,20,19.995,TRUE,FALSE
SEAL Frameworks,Donor 2754,1,USDC,20,19.995,TRUE,FALSE
DeFiScan,Donor 2754,1,USDC,20,19.995,TRUE,FALSE
Vyper,Donor 2754,1,USDC,20,19.995,TRUE,FALSE
L2BEAT,Donor 2754,1,USDC,20,19.995,TRUE,FALSE
SEAL Safe Harbor,Donor 2754,1,USDC,20,19.995,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2755,1,USDC,20,19.995,TRUE,FALSE
SEAL Certifications,Donor 2755,1,USDC,20,19.995,TRUE,FALSE
ZachXBT,Donor 2755,1,USDC,20,19.995,TRUE,FALSE
hevm,Donor 2755,1,USDC,20,19.995,TRUE,FALSE
SEAL Intel,Donor 2755,1,USDC,20,19.995,TRUE,FALSE
rotki,Donor 2755,1,USDC,20,19.99652,TRUE,FALSE
SEAL Frameworks,Donor 2755,1,USDC,20,19.99652,TRUE,FALSE
SEAL 911,Donor 2755,1,USDC,20,19.99652,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 2755,1,USDC,20,19.99652,TRUE,FALSE
Vyper,Donor 2755,1,USDC,20,19.99652,TRUE,FALSE
Zodiac,Donor 2756,1,ETH,0.005,11.66315,TRUE,FALSE
SEAL 911,Donor 2757,1,USDC,25,24.992425,TRUE,FALSE
BlockThreat,Donor 2757,1,USDC,25,24.992425,TRUE,FALSE
Safe Multisig Transaction Hashes,Donor 2757,1,USDC,25,24.992425,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2757,1,USDC,25,24.992425,TRUE,FALSE
L2BEAT,Donor 2757,1,USDC,25,24.992425,TRUE,FALSE
Vyper,Donor 2757,1,USDC,40,39.98788,TRUE,FALSE
ZachXBT,Donor 2757,1,USDC,35,34.989395,TRUE,FALSE
Verifereum,Donor 2758,1,USDC,14,13.996192,TRUE,FALSE
SEAL 911,Donor 2758,1,USDC,14,13.996192,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 2758,1,USDC,14,13.997228,TRUE,FALSE
snekmate,Donor 2758,1,USDC,14,13.997228,TRUE,FALSE
Sourcify,Donor 2758,1,USDC,14,13.997228,TRUE,FALSE
Safe Multisig Transaction Hashes,Donor 2758,1,USDC,14,13.997228,TRUE,FALSE
SEAL Certifications,Donor 2758,1,USDC,14,13.997228,TRUE,FALSE
SEAL Safe Harbor,Donor 2758,1,USDC,14,13.997228,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 2758,1,USDC,14,13.997228,TRUE,FALSE
SEAL Intel,Donor 2758,1,USDC,14,13.997228,TRUE,FALSE
Vyper,Donor 2758,1,USDC,17.9999,17.99633602,TRUE,FALSE
rotki,Donor 2758,1,USDC,14,13.997228,TRUE,FALSE
SEAL Frameworks,Donor 2758,1,USDC,14,13.997228,TRUE,FALSE
L2BEAT,Donor 2758,1,USDC,14,13.997228,TRUE,FALSE
human.tech,Donor 2739,1,ETH,0.0001,0.232986,TRUE,FALSE
human.tech,Donor 2358,10,ETH,0.00001,0.0233033,FALSE,FALSE
human.tech,Donor 2360,10,ETH,0.00001,0.0233033,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 2750,10,ETH,0.000001,0.00233574,FALSE,FALSE
human.tech,Donor 2364,10,ETH,0.00001,0.0233574,FALSE,FALSE
human.tech,Donor 2750,1,ETH,0.000107,0.2497594,FALSE,FALSE
