id,project_name,transactionNetworkId,userId,currency,amount,amountUSD,createdAt,projectId,score,mbdScore,isBadgeholder,isQfEligible,isSelfDonation
237717444,human.tech,8453,Donor 1030,USDC,1,0.999914,2026-05-03T05:45:15.179Z,16899,21.346,47,FALSE,TRUE,FALSE
237717446,human.tech,42161,Donor 1031,USDC,1.01,1.00993031,2026-05-03T05:46:03.945Z,16899,35.136,1,FALSE,TRUE,FALSE
237717448,Rekt News - Ethereum's Security Intelligence Layer,8453,Donor 1032,MAV,0.25,0.0037691675,2026-05-03T05:47:08.551Z,16916,61.248,1,FALSE,TRUE,FALSE
237717450,Rekt News - Ethereum's Security Intelligence Layer,10,Donor 1033,OP,1,0.122236,2026-05-03T05:50:51.262Z,16916,,,FALSE,FALSE,FALSE
237717452,human.tech,10,Donor 1033,OP,1,0.122236,2026-05-03T05:54:23.499Z,16899,,,FALSE,FALSE,FALSE
237717454,human.tech,10,Donor 1034,USDC,9,8.999001,2026-05-03T05:56:46.140Z,16899,24.746,1,FALSE,TRUE,FALSE
237717455,human.tech,8453,Donor 1035,USDC,1,0.999986,2026-05-03T06:10:41.785Z,16899,40.472,13,FALSE,TRUE,FALSE
237717457,Blockscout Open-Source Block Explorer,10,Donor 992,USDC,0.15,0.1499979,2026-05-03T06:12:41.460Z,3452,91.269,3,FALSE,TRUE,FALSE
237717458,human.tech,8453,Donor 1036,DEGEN,5,0.0032995,2026-05-03T06:25:02.511Z,16899,22.327,2,FALSE,TRUE,FALSE
237717460,human.tech,1,Donor 1037,ETH,0.00011,0.2530429,2026-05-03T06:25:39.593Z,16899,,,FALSE,FALSE,FALSE
237717463,human.tech,1,Donor 806,ETH,0.00002,0.046028,2026-05-03T06:30:16.042Z,16899,18.456,1,FALSE,TRUE,FALSE
237717464,human.tech,8453,Donor 1038,USDC,1,1,2026-05-03T06:31:54.578Z,16899,22.462,6,FALSE,TRUE,FALSE
237717466,human.tech,8453,Donor 1039,USDC,1,1,2026-05-03T06:32:55.807Z,16899,20.378,25,FALSE,TRUE,FALSE
237717469,human.tech,8453,Donor 1040,USDC,1,1,2026-05-03T06:34:03.383Z,16899,22.378,37,FALSE,TRUE,FALSE
237717471,human.tech,8453,Donor 1041,USDC,1,0.999956,2026-05-03T06:35:06.800Z,16899,22.378,17,FALSE,TRUE,FALSE
237717473,human.tech,8453,Donor 1042,ETH,0.0005,1.15066,2026-05-03T06:43:01.204Z,16899,,,FALSE,FALSE,FALSE
237717475,human.tech,8453,Donor 1043,USDC,1,0.999989,2026-05-03T06:43:16.843Z,16899,28.102,2,FALSE,TRUE,FALSE
237717476,Sourcify,137,Donor 589,USDC.e,1,0.9998,2026-05-03T06:48:46.741Z,16173,0,97,FALSE,TRUE,FALSE
237717477,BlockThreat,137,Donor 589,USDC.e,5,4.999,2026-05-03T06:48:46.751Z,16730,0,97,FALSE,TRUE,FALSE
237717478,Vyper,137,Donor 589,USDC.e,1,0.9998,2026-05-03T06:48:46.758Z,14490,0,97,FALSE,TRUE,FALSE
237717479,ZachXBT,137,Donor 589,USDC.e,5,4.999,2026-05-03T06:48:46.766Z,16822,0,97,FALSE,TRUE,FALSE
237717480,Rekt News - Ethereum's Security Intelligence Layer,137,Donor 589,USDC.e,5,4.999,2026-05-03T06:48:46.756Z,16916,0,97,FALSE,TRUE,FALSE
237717481,Revoke.cash,137,Donor 589,USDC.e,1,0.9998,2026-05-03T06:48:46.770Z,2955,0,97,FALSE,TRUE,FALSE
237717482,Remix Project,137,Donor 589,USDC.e,5,4.999,2026-05-03T06:48:46.766Z,16200,0,97,FALSE,TRUE,FALSE
237717483,Web3Sec.News: Security Intelligence & Newsletter,137,Donor 589,USDC.e,5,4.999,2026-05-03T06:48:46.768Z,16921,0,97,FALSE,TRUE,FALSE
237717484,"DigiBastion: DNS, OpSec & Supply Chain Security",137,Donor 589,USDC.e,5,4.999,2026-05-03T06:48:46.760Z,16829,0,97,FALSE,TRUE,FALSE
237717485,Blockscout Open-Source Block Explorer,137,Donor 589,USDC.e,5,4.999,2026-05-03T06:48:46.776Z,3452,0,97,FALSE,TRUE,FALSE
237717487,human.tech,8453,Donor 1044,DEGEN,100,0.066055,2026-05-03T06:55:57.053Z,16899,32.135,3,FALSE,TRUE,FALSE
237717488,human.tech,8453,Donor 1045,ETH,0.000003,0.00691302,2026-05-03T06:56:57.998Z,16899,,,FALSE,FALSE,FALSE
237717490,human.tech,8453,Donor 1046,USDC,5,4.99976,2026-05-03T06:57:40.432Z,16899,40.551,2,FALSE,TRUE,FALSE
237717493,Rekt News - Ethereum's Security Intelligence Layer,1,Donor 1047,ETH,0.00001,0.0230434,2026-05-03T06:59:15.168Z,16916,,,FALSE,FALSE,FALSE
237717495,human.tech,10,Donor 1048,ETH,0.00009,0.2073906,2026-05-03T06:59:56.375Z,16899,28.274,1,FALSE,TRUE,FALSE
237717496,SEAL 911,8453,Donor 1042,ETH,0.0005,1.15344,2026-05-03T07:03:24.825Z,14585,,,FALSE,FALSE,FALSE
237717498,Blockscout Open-Source Block Explorer,8453,Donor 1045,ETH,0.000003,0.00692898,2026-05-03T07:06:02.911Z,3452,,,FALSE,FALSE,FALSE
237717500,human.tech,8453,Donor 1042,ETH,0.0007,1.616762,2026-05-03T07:07:08.649Z,16899,,,FALSE,FALSE,FALSE
237717502,Blockscout Open-Source Block Explorer,8453,Donor 1045,ETH,0.000003,0.00692898,2026-05-03T07:08:06.624Z,3452,,,FALSE,FALSE,FALSE
237717503,human.tech,10,Donor 1042,ETH,0.0001,0.230966,2026-05-03T07:09:11.128Z,16899,,,FALSE,FALSE,FALSE
237717505,human.tech,8453,Donor 1045,ETH,0.000003,0.00692898,2026-05-03T07:09:38.982Z,16899,,,FALSE,FALSE,FALSE
237717506,human.tech,8453,Donor 1049,ETH,0.00001,0.0230998,2026-05-03T07:24:47.717Z,16899,32.143,1,FALSE,TRUE,FALSE
237717507,OpenSense Open Web3 Security,10,Donor 1050,USDC,9,8.999226,2026-05-03T07:29:27.325Z,16980,16.022,43,FALSE,TRUE,FALSE
237717509,Blockscout Open-Source Block Explorer,8453,Donor 1051,USDC,10,9.99925,2026-05-03T07:37:02.062Z,3452,45.794,2,FALSE,TRUE,FALSE
237717511,human.tech,10,Donor 887,ETH,0.0001,0.231153,2026-05-03T07:37:27.766Z,16899,33.56,12,FALSE,TRUE,FALSE
237717513,human.tech,8453,Donor 1045,USDC,0.9,0.8999667,2026-05-03T07:40:38.990Z,16899,,,FALSE,FALSE,FALSE
237717514,Rekt News - Ethereum's Security Intelligence Layer,1,Donor 1052,ETH,0.0001,0.230956,2026-05-03T07:50:40.409Z,16916,33.35,1,FALSE,TRUE,FALSE
237717516,human.tech,10,Donor 1045,USDC,1,0.999848,2026-05-03T07:51:04.977Z,16899,,,FALSE,FALSE,FALSE
237717517,human.tech,1,Donor 1053,ETH,0.0001,0.230882,2026-05-03T07:59:25.985Z,16899,41.316,8,FALSE,TRUE,FALSE
237717519,spamreports,1,Donor 1054,USDC,30,29.99904,2026-05-03T08:04:15.744Z,16945,0,58,FALSE,TRUE,FALSE
237717520,rotki,1,Donor 1054,USDC,30,29.99904,2026-05-03T08:04:15.760Z,2797,0,58,FALSE,TRUE,FALSE
237717521,Revoke.cash,1,Donor 1054,USDC,30,29.99904,2026-05-03T08:04:15.775Z,2955,0,58,FALSE,TRUE,FALSE
237717523,human.tech,1,Donor 909,ETH,0.00005,0.1155425,2026-05-03T08:06:50.521Z,16899,44.107,11,FALSE,TRUE,FALSE
237717525,human.tech,1,Donor 1055,ETH,0.0005,1.155365,2026-05-03T08:17:02.405Z,16899,0,42,FALSE,FALSE,FALSE
237717526,ZachXBT,10,Donor 1056,OP,50,6.1087,2026-05-03T08:21:35.402Z,16822,0,93,FALSE,TRUE,FALSE
237717527,Specter - On-Chain Security Research and Investigator,10,Donor 1056,OP,50,6.1087,2026-05-03T08:21:35.406Z,16832,0,93,FALSE,TRUE,FALSE
237717528,Revoke.cash,10,Donor 1056,OP,50,6.1087,2026-05-03T08:21:35.410Z,2955,0,93,FALSE,TRUE,FALSE
237717529,Northscan by Heiner,1,Donor 1057,ETH,0.000433,0.99952421,2026-05-03T08:30:17.179Z,16928,0,49,FALSE,FALSE,FALSE
237717530,human.tech,8453,Donor 929,ETH,0.00066,1.51,2026-05-01T17:22:27.000Z,16899,21.457,1,FALSE,TRUE,FALSE
237717532,human.tech,8453,Donor 1058,USDC,1,0.999977,2026-05-03T08:39:25.328Z,16899,84.752,2,FALSE,TRUE,FALSE
237717534,OpSec Hub,1,Donor 1059,ETH,0.001,2.31,2026-05-03T00:08:23.000Z,16917,,,FALSE,FALSE,FALSE
237717536,human.tech,10,Donor 1060,ETH,0.00045,1.039536,2026-05-03T08:45:11.338Z,16899,20.877,-1,FALSE,TRUE,FALSE
237717538,SEAL Safe Harbor,1,Donor 1061,USDC,10,9.99956,2026-05-03T08:48:29.576Z,16747,0,5,FALSE,FALSE,FALSE
237717539,Rekt News - Ethereum's Security Intelligence Layer,1,Donor 1061,USDC,10,9.99956,2026-05-03T08:48:29.578Z,16916,0,5,FALSE,FALSE,FALSE
237717540,Phylax Systems,1,Donor 1061,USDC,10,9.99956,2026-05-03T08:48:29.590Z,16872,0,5,FALSE,FALSE,FALSE
237717541,Cyfrin Updraft,1,Donor 1061,USDC,10,9.99956,2026-05-03T08:48:29.611Z,16920,0,5,FALSE,FALSE,FALSE
237717542,ZachXBT,1,Donor 1061,USDC,10,9.99956,2026-05-03T08:48:29.624Z,16822,0,5,FALSE,FALSE,FALSE
237717543,SEAL 911,1,Donor 1061,USDC,10,9.99956,2026-05-03T08:48:29.620Z,14585,0,5,FALSE,FALSE,FALSE
237717544,SEAL Frameworks,1,Donor 1061,USDC,10,9.99956,2026-05-03T08:48:29.592Z,16757,0,5,FALSE,FALSE,FALSE
237717546,Safe Multisig Transaction Hashes,1,Donor 1061,USDC,10,9.99956,2026-05-03T08:48:29.630Z,16199,0,5,FALSE,FALSE,FALSE
237717547,SEAL Intel,1,Donor 1061,USDC,10,9.99956,2026-05-03T08:48:29.628Z,16759,0,5,FALSE,FALSE,FALSE
237717548,SEAL Certifications,1,Donor 1061,USDC,10,9.99956,2026-05-03T08:48:29.649Z,16756,0,5,FALSE,FALSE,FALSE
237717549,Remix Project,1,Donor 1061,USDC,10,9.99956,2026-05-03T08:48:29.631Z,16200,0,5,FALSE,FALSE,FALSE
237717550,Grego AI,1,Donor 1061,USDC,10,9.99956,2026-05-03T08:48:29.667Z,16801,0,5,FALSE,FALSE,FALSE
237717551,Cyfrin/Solodit Tooling and Security Research,1,Donor 1061,USDC,10,9.99956,2026-05-03T08:48:29.660Z,16923,0,5,FALSE,FALSE,FALSE
237717552,The Red Guild: security as a public good,1,Donor 1061,USDC,10,9.99956,2026-05-03T08:48:29.678Z,16819,0,5,FALSE,FALSE,FALSE
237717553,WiiMee | Wallet Security Education,1,Donor 1062,ETH,0.05,115.461,2026-05-03T08:53:26.019Z,16884,22.749,10,FALSE,TRUE,FALSE
237717554,Boring Security,1,Donor 1062,ETH,0.025,57.7305,2026-05-03T08:53:26.026Z,16356,22.749,10,FALSE,TRUE,FALSE
237717555,Revoke.cash,1,Donor 1062,ETH,0.025,57.7305,2026-05-03T08:53:26.022Z,2955,22.749,10,FALSE,TRUE,FALSE
237717557,Rekt News - Ethereum's Security Intelligence Layer,1,Donor 1063,ETH,0.0005,1.154275,2026-05-03T09:10:14.821Z,16916,76.818,2,FALSE,TRUE,FALSE
237717558,human.tech,42161,Donor 1064,USDC.e,0.01,0.00999871,2026-05-03T09:29:01.816Z,16899,0,3,FALSE,FALSE,FALSE
237717561,human.tech,1,Donor 915,ETH,0.0001,0.231237,2026-05-03T09:30:27.876Z,16899,31.935,2,FALSE,TRUE,FALSE
237717563,human.tech,1,Donor 1065,ETH,0.0001,0.231237,2026-05-03T09:34:14.742Z,16899,24.379,1,FALSE,TRUE,FALSE
237717564,human.tech,1,Donor 1066,ETH,0.0000867,0.200824077,2026-05-03T09:40:26.493Z,16899,,,FALSE,FALSE,FALSE
237717566,human.tech,8453,Donor 1067,USDC,1,0.999971,2026-05-03T09:40:43.841Z,16899,70.665,2,FALSE,TRUE,FALSE
237717569,human.tech,10,Donor 937,OP,1,0.121939,2026-05-03T09:54:38.797Z,16899,20.786,1,FALSE,TRUE,FALSE
237717570,human.tech,8453,Donor 1068,USDC,5.5,5.4995765,2026-05-03T10:25:09.919Z,16899,76.558,1,FALSE,TRUE,FALSE
237717572,human.tech,137,Donor 1069,POL,5,0.484585,2026-05-03T10:25:34.296Z,16899,,,FALSE,FALSE,FALSE
237717575,human.tech,8453,Donor 1069,USDC,0.1,0.0999958,2026-05-03T10:32:08.912Z,16899,,,FALSE,FALSE,FALSE
237717576,human.tech,10,Donor 1070,OP,1,0.122435,2026-05-03T10:37:32.282Z,16899,0,2,FALSE,FALSE,FALSE
237717577,human.tech,8453,Donor 937,USDC,0.01,0.0099995,2026-05-03T10:39:30.818Z,16899,20.786,1,FALSE,TRUE,FALSE
237717579,human.tech,8453,Donor 946,USDC,0.01,0.00999881,2026-05-03T10:41:49.366Z,16899,,,FALSE,FALSE,FALSE
237717582,human.tech,8453,Donor 947,USDC,0.01,0.00999881,2026-05-03T10:41:51.415Z,16899,5.76,1,FALSE,FALSE,FALSE
237717583,human.tech,42161,Donor 1071,ETH,0.00001,0.0231422,2026-05-03T10:44:45.427Z,16899,,,FALSE,FALSE,FALSE
237717586,human.tech,8453,Donor 950,USDC,0.01,0.00999881,2026-05-03T10:44:54.897Z,16899,,,FALSE,FALSE,FALSE
237717588,human.tech,8453,Donor 951,USDC,0.01,0.00999881,2026-05-03T10:44:56.149Z,16899,,,FALSE,FALSE,FALSE
237717589,human.tech,1,Donor 1071,ETH,0.00001,0.0231157,2026-05-03T10:56:15.883Z,16899,,,FALSE,FALSE,FALSE
237717591,human.tech,8453,Donor 1072,USDC,5.15,5.14963435,2026-05-03T11:00:52.047Z,16899,43.068,1,FALSE,TRUE,FALSE
237717594,human.tech,8453,Donor 983,AERO,0.1,0.0444431,2026-05-03T11:04:03.772Z,16899,32.578,1,FALSE,TRUE,FALSE
237717595,human.tech,8453,Donor 609,ETH,0.00044,1.0184504,2026-05-03T11:18:25.583Z,16899,16.021,-1,FALSE,TRUE,FALSE
237717596,WebHash,8453,Donor 609,ETH,0.0005,1.15733,2026-05-03T11:18:25.586Z,3797,16.021,-1,FALSE,TRUE,FALSE
237717597,"Vero, a multi-node validator client",8453,Donor 609,ETH,0.00044,1.0184504,2026-05-03T11:18:25.590Z,16115,16.021,-1,FALSE,TRUE,FALSE
237717598,rotki,8453,Donor 609,ETH,0.00044,1.0184504,2026-05-03T11:18:25.587Z,2797,16.021,-1,FALSE,TRUE,FALSE
237717599,human.tech,10,Donor 1073,USDC,1.02,1.01996736,2026-05-03T11:19:42.982Z,16899,,,FALSE,FALSE,FALSE
237717601,human.tech,8453,Donor 850,ETH,0.0001,0.23147,2026-05-03T11:31:49.499Z,16899,20.102,3,FALSE,TRUE,FALSE
237717602,SEAL Certifications,42161,Donor 1074,USDC,5,4.99952,2026-05-03T11:38:53.578Z,16756,0,51,FALSE,TRUE,FALSE
237717603,SEAL 911,42161,Donor 1074,USDC,5,4.99952,2026-05-03T11:38:53.585Z,14585,0,51,FALSE,TRUE,FALSE
237717604,rotki,42161,Donor 1074,USDC,5,4.99952,2026-05-03T11:38:53.599Z,2797,0,51,FALSE,TRUE,FALSE
237717605,SEAL Safe Harbor,42161,Donor 1074,USDC,5,4.99952,2026-05-03T11:38:53.844Z,16747,0,51,FALSE,TRUE,FALSE
237717606,SEAL Intel,42161,Donor 1074,USDC,5,4.99952,2026-05-03T11:38:53.893Z,16759,0,51,FALSE,TRUE,FALSE
237717608,SEAL Frameworks,42161,Donor 1074,USDC,5,4.99952,2026-05-03T11:38:53.912Z,16757,0,51,FALSE,TRUE,FALSE
237717609,Blobscan,10,Donor 1075,OP,0.0001,0.0000122491,2026-05-03T11:44:19.169Z,16831,42.121,1,FALSE,TRUE,FALSE
237717611,human.tech,10,Donor 1076,ETH,0.00001,0.0232294,2026-05-03T12:06:02.691Z,16899,,,FALSE,FALSE,FALSE
237717613,human.tech,1,Donor 1077,ETH,0.000017,0.03948998,2026-05-03T12:06:40.056Z,16899,27.299,1,FALSE,TRUE,FALSE
237717615,human.tech,1,Donor 1078,ETH,0.0001,0.232294,2026-05-03T12:07:27.786Z,16899,38.563,4,FALSE,TRUE,FALSE
237717617,human.tech,1,Donor 1079,ETH,0.00001,0.0232294,2026-05-03T12:08:38.730Z,16899,,,FALSE,FALSE,FALSE
237717618,human.tech,10,Donor 1080,ETH,0.00001,0.0232294,2026-05-03T12:09:16.502Z,16899,,,FALSE,FALSE,FALSE
237717620,EVMcrispr,10,Donor 9,ETH,0.00444279,10.3394386,2026-05-03T12:10:08.871Z,1350,0,95,FALSE,TRUE,FALSE
237717621,human.tech,1,Donor 1081,ETH,0.0001,0.232724,2026-05-03T12:10:25.876Z,16899,,,FALSE,FALSE,FALSE
237717623,Assertions.eth On-chain Transaction Guards for Ethereum,42161,Donor 9,WBTC,0.00015,11.7786,2026-05-03T12:12:23.870Z,16793,0,95,FALSE,TRUE,FALSE
237717624,human.tech,10,Donor 1076,ETH,0.000026,0.06050824,2026-05-03T12:12:43.836Z,16899,,,FALSE,FALSE,FALSE
237717627,human.tech,1,Donor 1082,ETH,0.00002150537634,0.05004817204,2026-05-03T12:13:26.520Z,16899,50.201,1,FALSE,TRUE,FALSE
237717628,human.tech,1,Donor 1083,ETH,0.000015,0.0349086,2026-05-03T12:13:39.869Z,16899,,,FALSE,FALSE,FALSE
237717630,human.tech,1,Donor 1084,USDC,0.04,0.03999688,2026-05-03T12:14:15.030Z,16899,29.225,4,FALSE,TRUE,FALSE
237717632,human.tech,1,Donor 1076,ETH,0.00001,0.0232724,2026-05-03T12:14:50.582Z,16899,,,FALSE,FALSE,FALSE
237717634,human.tech,8453,Donor 1085,USDC,0.13,0.1299818,2026-05-03T12:15:40.333Z,16899,24.626,1,FALSE,TRUE,FALSE
237717635,L2BEAT,1,Donor 1086,FINN,1,2.32685,2026-05-03T12:19:43.214Z,2814,16,51,TRUE,TRUE,FALSE
237717636,SEAL 911,1,Donor 1086,FINN,1,2.32685,2026-05-03T12:19:43.217Z,14585,16,51,TRUE,TRUE,FALSE
237717637,Cyfrin Updraft,1,Donor 1086,FINN,1,2.32685,2026-05-03T12:19:43.292Z,16920,16,51,TRUE,TRUE,FALSE
237717638,Cyfrin/Solodit Tooling and Security Research,1,Donor 1086,FINN,1,2.32685,2026-05-03T12:19:43.300Z,16923,16,51,TRUE,TRUE,FALSE
237717639,Revoke.cash,1,Donor 1086,FINN,1,2.32685,2026-05-03T12:19:43.306Z,2955,16,51,TRUE,TRUE,FALSE
237717640,human.tech,8453,Donor 1087,ETH,0.000015,0.03488145,2026-05-03T12:22:25.525Z,16899,,,FALSE,FALSE,FALSE
237717642,human.tech,1,Donor 1088,ETH,0.0001,0.232543,2026-05-03T12:23:49.688Z,16899,,,FALSE,FALSE,FALSE
237717644,human.tech,1,Donor 1089,ETH,0.0000129012282,0.0300063216,2026-05-03T12:26:05.983Z,16899,,,FALSE,FALSE,FALSE
237717646,EVMDecompiler: See What Smart Contracts Really Do,8453,Donor 1090,USDC,2,1.999784,2026-05-03T12:26:51.254Z,17080,15.099,-1,FALSE,TRUE,FALSE
237717647,LIF: Legitimate Intervention Framework,8453,Donor 1090,USDC,43,42.995356,2026-05-03T12:26:51.370Z,16868,15.099,-1,FALSE,TRUE,FALSE
237717648,"Firefly, open-source hardware wallet",8453,Donor 1090,USDC,2,1.999784,2026-05-03T12:26:53.012Z,17100,15.099,-1,FALSE,TRUE,FALSE
237717649,Unruggable,8453,Donor 1091,ETH,0.0022,5.11687,2026-05-03T12:27:24.215Z,15000,40.703,23,FALSE,TRUE,FALSE
237717651,Protocol Guild,8453,Donor 1091,ETH,0.0022,5.11687,2026-05-03T12:27:24.228Z,2821,40.703,23,FALSE,TRUE,FALSE
237717652,BuidlGuidl,8453,Donor 1091,ETH,0.0022,5.11687,2026-05-03T12:27:24.230Z,16970,40.703,23,FALSE,TRUE,FALSE
237717653,WebHash,8453,Donor 1091,ETH,0.0022,5.11687,2026-05-03T12:27:24.218Z,3797,40.703,23,FALSE,TRUE,FALSE
237717654,human.tech,1,Donor 1092,ETH,0.0025,5.814625,2026-05-03T12:29:03.737Z,16899,,,FALSE,FALSE,FALSE
237717655,human.tech,1,Donor 1093,ETH,0.0001,0.232585,2026-05-03T12:29:51.036Z,16899,59.636,1,FALSE,TRUE,FALSE
237717658,human.tech,137,Donor 1094,POL,0.1,0.0096683,2026-05-03T12:30:41.357Z,16899,,,FALSE,FALSE,FALSE
237717660,human.tech,10,Donor 958,OP,0.3,0.0368085,2026-05-03T12:31:30.556Z,16899,32.059,1,FALSE,TRUE,FALSE
237717661,human.tech,1,Donor 958,ETH,0.00001,0.0232418,2026-05-03T12:37:03.301Z,16899,32.059,1,FALSE,TRUE,FALSE
237717663,human.tech,8453,Donor 1095,ETH,0.0004,0.929672,2026-05-03T12:37:24.438Z,16899,22.03,1,FALSE,TRUE,FALSE
237717665,human.tech,1,Donor 625,ETH,0.002172809335,5.051673063,2026-05-03T12:40:26.567Z,16899,80.409,1,FALSE,TRUE,FALSE
237717666,human.tech,1,Donor 1096,ETH,0.0004302592742,1.0003313,2026-05-03T12:43:21.755Z,16899,16.021,2,FALSE,TRUE,FALSE
237717668,human.tech,1,Donor 1097,ETH,0.0005,1.162475,2026-05-03T12:44:50.613Z,16899,34.275,1,FALSE,TRUE,FALSE
237717670,human.tech,1,Donor 877,ETH,1.00E-08,0.0000232583,2026-05-03T12:47:03.016Z,16899,,,FALSE,FALSE,FALSE
237717671,EVMcrispr,10,Donor 1098,USDT,5,4.99998,2026-05-03T12:47:37.006Z,1350,88.418,9,FALSE,TRUE,FALSE
237717672,Safe Multisig Transaction Hashes,10,Donor 1098,USDT,5,4.99998,2026-05-03T12:47:37.008Z,16199,88.418,9,FALSE,TRUE,FALSE
237717673,Blobscan,10,Donor 1098,USDT,5,4.99998,2026-05-03T12:47:37.085Z,16831,88.418,9,FALSE,TRUE,FALSE
237717674,SEAL Intel,10,Donor 1098,USDT,5,4.99998,2026-05-03T12:47:37.143Z,16759,88.418,9,FALSE,TRUE,FALSE
237717675,Blockscout Open-Source Block Explorer,10,Donor 1098,USDT,5,4.99998,2026-05-03T12:47:37.163Z,3452,88.418,9,FALSE,TRUE,FALSE
237717676,ZachXBT,10,Donor 1098,USDT,5,4.99998,2026-05-03T12:47:37.187Z,16822,88.418,9,FALSE,TRUE,FALSE
237717677,Bluechip,10,Donor 1098,USDT,5,4.99998,2026-05-03T12:47:37.193Z,16882,88.418,9,FALSE,TRUE,FALSE
237717679,CORE3. The open risk layer for Web3,10,Donor 1098,USDT,5,4.99998,2026-05-03T12:47:37.246Z,16845,88.418,9,FALSE,TRUE,FALSE
237717680,Pharos Watch: Transparent Stablecoins Analytics,10,Donor 1098,USDT,5,4.99998,2026-05-03T12:47:37.297Z,16843,88.418,9,FALSE,TRUE,FALSE
237717681,Revoke.cash,10,Donor 1098,USDT,5,4.99998,2026-05-03T12:47:37.313Z,2955,88.418,9,FALSE,TRUE,FALSE
237717682,human.tech,10,Donor 1098,USDT,7,6.999972,2026-05-03T12:47:37.301Z,16899,88.418,9,FALSE,TRUE,FALSE
237717683,Symproof by BlockScience & Shield3,10,Donor 1098,USDT,5,4.99998,2026-05-03T12:47:37.307Z,16922,88.418,9,FALSE,TRUE,FALSE
237717684,Zealynx Academy,137,Donor 589,USDC.e,50,49.99,2026-05-03T12:47:37.968Z,16861,0,97,FALSE,TRUE,FALSE
237717685,human.tech,1,Donor 626,ETH,0.002172295277,5.052389525,2026-05-03T12:48:38.531Z,16899,,,FALSE,FALSE,FALSE
237717686,human.tech,1,Donor 410,ETH,0.002171267891,5.04910978,2026-05-03T12:50:39.292Z,16899,80.409,3,FALSE,TRUE,FALSE
237717687,human.tech,1,Donor 1099,ETH,0.00043,0.9999306,2026-05-03T12:51:15.008Z,16899,,,FALSE,FALSE,FALSE
237717689,human.tech,10,Donor 1094,ETH,0.00001,0.0232542,2026-05-03T12:53:17.513Z,16899,,,FALSE,FALSE,FALSE
237717692,human.tech,8453,Donor 1100,USDC,0.15,0.1499787,2026-05-03T12:57:31.227Z,16899,39.354,14,FALSE,TRUE,FALSE
237717694,human.tech,1,Donor 1101,ETH,0.00001,0.0232594,2026-05-03T13:07:15.345Z,16899,17.253,4,FALSE,TRUE,FALSE
237717695,human.tech,1,Donor 1102,ETH,0.00002,0.0465188,2026-05-03T13:09:27.737Z,16899,39.656,2,FALSE,TRUE,FALSE
237717697,human.tech,1,Donor 628,ETH,0.002170997197,5.052496647,2026-05-03T13:11:15.520Z,16899,,,FALSE,FALSE,FALSE
237717699,human.tech,1,Donor 1103,ETH,0.000011,0.02559997,2026-05-03T13:11:26.341Z,16899,81.134,3,FALSE,TRUE,FALSE
237717701,human.tech,10,Donor 1104,ETH,0.00043,1.0007261,2026-05-03T13:11:51.600Z,16899,38.589,8,FALSE,TRUE,FALSE
237717702,human.tech,1,Donor 1105,ETH,0.00004,0.0930508,2026-05-03T13:17:04.713Z,16899,19.309,1,FALSE,TRUE,FALSE
237717705,human.tech,1,Donor 1106,ETH,0.00001,0.0232408,2026-05-03T13:24:39.824Z,16899,,,FALSE,FALSE,FALSE
237717707,human.tech,10,Donor 1107,OP,0.1,0.0121593,2026-05-03T13:29:09.567Z,16899,,,FALSE,FALSE,FALSE
237717709,human.tech,1,Donor 1108,ETH,0.00002,0.0465224,2026-05-03T13:35:51.294Z,16899,,,FALSE,FALSE,FALSE
237717711,human.tech,1,Donor 1109,ETH,0.0002,0.465224,2026-05-03T13:39:15.466Z,16899,50.202,4,FALSE,TRUE,FALSE
237717712,human.tech,10,Donor 1110,ETH,2.00E-07,0.000464362,2026-05-03T13:40:17.740Z,16899,0,1,FALSE,FALSE,FALSE
237717715,human.tech,1,Donor 1111,ETH,0.00001,0.023227,2026-05-03T13:49:18.494Z,16899,,,FALSE,FALSE,FALSE
237717716,human.tech,1,Donor 1110,ETH,2.00E-07,0.00046454,2026-05-03T13:49:26.926Z,16899,0,1,FALSE,FALSE,FALSE
237717718,Rekt News - Ethereum's Security Intelligence Layer,42161,Donor 1112,ARB,9,1.057734,2026-05-03T13:50:22.910Z,16916,,,FALSE,FALSE,FALSE
237717720,human.tech,1,Donor 1109,ETH,0.0001,0.232234,2026-05-03T13:54:02.885Z,16899,50.202,4,FALSE,TRUE,FALSE
237717723,human.tech,1,Donor 1113,ETH,0.00005,0.116117,2026-05-03T13:54:50.191Z,16899,0,1,FALSE,FALSE,FALSE
237717725,human.tech,8453,Donor 1112,ETH,0.00045,1.045404,2026-05-03T13:57:58.810Z,16899,,,FALSE,FALSE,FALSE
237717726,human.tech,1,Donor 1114,ETH,0.00005,0.1162065,2026-05-03T14:17:26.084Z,16899,,,FALSE,FALSE,FALSE
237717728,human.tech,8453,Donor 1115,ETH,0.00005,0.1161875,2026-05-03T14:28:48.265Z,16899,,,FALSE,FALSE,FALSE
237717731,human.tech,1,Donor 1116,ETH,0.00001,0.0232466,2026-05-03T14:37:01.857Z,16899,70.819,4,FALSE,TRUE,FALSE
237717732,human.tech,8453,Donor 1117,USDC,0.2,0.1999764,2026-05-03T14:37:50.431Z,16899,,,FALSE,FALSE,FALSE
237717735,human.tech,10,Donor 107,USDC,2,1.999816,2026-05-03T14:40:35.946Z,16899,,,FALSE,FALSE,FALSE
